ID,NAME,SMILES,NaClg/L,Temp,Concentration,IE
10138,"Sodium 3,3′-(1E,1′E)-(1,2-Phenylenebis(azan-1-yl-1-ylidene))bis(methan-1-yl-1-ylidene)bis(4-hydroxybenzenesulfonate)
(H2)",O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccccc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],35,323K,1×10-4 M,85.30%
10139,"Sodium 3,3′-(1E,1′E)-(1,2-Phenylenebis(azan-1-yl-1-ylidene))bis(methan-1-yl-1-ylidene)bis(4-hydroxybenzenesulfonate)
(H2)",O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccccc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],35,323K,5×10-4 M,95.70%
10140,"Sodium 3,3′-(1E,1′E)-(4-Chloro-1,2-phenylene)bis(azan-1-yl-1-ylidene)bis(methan-1-yl-1-ylidene)bis(4-hydroxybenzenesulfonate)
(H3)",O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],35,323K,1×10-6 M,31.90%
10141,"Sodium 3,3′-(1E,1′E)-(4-Chloro-1,2-phenylene)bis(azan-1-yl-1-ylidene)bis(methan-1-yl-1-ylidene)bis(4-hydroxybenzenesulfonate)
(H3)",O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],35,323K,5×10-6 M,43.70%
10142,"Sodium 3,3′-(1E,1′E)-(4-Chloro-1,2-phenylene)bis(azan-1-yl-1-ylidene)bis(methan-1-yl-1-ylidene)bis(4-hydroxybenzenesulfonate)
(H3)",O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],35,323K,1×10-5 M,65.30%
10143,"Sodium 3,3′-(1E,1′E)-(4-Chloro-1,2-phenylene)bis(azan-1-yl-1-ylidene)bis(methan-1-yl-1-ylidene)bis(4-hydroxybenzenesulfonate)
(H3)",O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],35,323K,5×10-5 M,77.50%
10144,"Sodium 3,3′-(1E,1′E)-(4-Chloro-1,2-phenylene)bis(azan-1-yl-1-ylidene)bis(methan-1-yl-1-ylidene)bis(4-hydroxybenzenesulfonate)
(H3)",O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],35,323K,1×10-4 M,89.50%
10145,"Sodium 3,3′-(1E,1′E)-(4-Chloro-1,2-phenylene)bis(azan-1-yl-1-ylidene)bis(methan-1-yl-1-ylidene)bis(4-hydroxybenzenesulfonate)
(H3)",O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],35,323K,5×10-4 M,98.60%
10146,2-phenyl imidazoline,c2ccc(/C1=N/CCN1)cc2,30,293K,100mg/L,75.10%
10147,2-phenyl imidazoline,c2ccc(/C1=N/CCN1)cc2,30,293K,200mg/L,91.70%
10148,2-phenyl imidazoline,c2ccc(/C1=N/CCN1)cc2,30,293K,400mg/L,93.10%
10149,2-phenyl imidazoline,c2ccc(/C1=N/CCN1)cc2,30,293K,700mg/L,94.20%
10150,2-phenyl imidazoline,c2ccc(/C1=N/CCN1)cc2,30,293K,1000mg/L,96.80%
10151,2-phenyl imidazoline,c2ccc(/C1=N/CCN1)cc2,30,293K,100mg/L,48.60%
10152,2-phenyl imidazoline,c2ccc(/C1=N/CCN1)cc2,30,293K,200mg/L,80.50%
10153,2-phenyl imidazoline,c2ccc(/C1=N/CCN1)cc2,30,293K,400mg/L,94.10%
10154,2-phenyl imidazoline,c2ccc(/C1=N/CCN1)cc2,30,293K,700mg/L,96.60%
10155,2-phenyl imidazoline,c2ccc(/C1=N/CCN1)cc2,30,293K,1000mg/L,98.50%
10156,the bentonite/acrylamide capsule-loaded with HCTS,COC4COC(OC3C(O)C(N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(C(=O)c1ccccn1)\c2ccccn2)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C)C(OC)OC3CO)C(NCC(O)C[N+](C)(C)C)C4O,50,333K,50mg/L,50.05%
10157,the bentonite/acrylamide capsule-loaded with HCTS,COC4COC(OC3C(O)C(N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(C(=O)c1ccccn1)\c2ccccn2)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C)C(OC)OC3CO)C(NCC(O)C[N+](C)(C)C)C4O,50,333K,100mg/L,80.46%
10158,the bentonite/acrylamide capsule-loaded with HCTS,COC4COC(OC3C(O)C(N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(C(=O)c1ccccn1)\c2ccccn2)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C)C(OC)OC3CO)C(NCC(O)C[N+](C)(C)C)C4O,50,333K,300mg/L,89.83%
10159,the bentonite/acrylamide capsule-loaded with HCTS,COC4COC(OC3C(O)C(N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(C(=O)c1ccccn1)\c2ccccn2)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C)C(OC)OC3CO)C(NCC(O)C[N+](C)(C)C)C4O,50,333K,500mg/L,94.42%
10160,DPI1,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,298K,100ppm,58.20%
10161,DPI1,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,298K,250ppm,78.80%
10162,DPI1,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,298K,500ppm,90.50%
10163,DPI1,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,298K,1000ppm,94.20%
10164,DPI2,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,298K,100ppm,62.20%
10165,DPI2,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,298K,250ppm,85.20%
10166,DPI2,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,298K,500ppm,94.20%
10167,DPI2,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,298K,1000ppm,96.30%
10168,DPI3,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,24.53,298K,100ppm,60.30%
10169,DPI3,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,24.53,298K,250ppm,73.20%
10170,DPI3,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,24.53,298K,500ppm,85.20%
10171,DPI3,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,24.53,298K,1000ppm,92.90%
10172,"oleic imidazoline
(OIM)",C=CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,35,333K,50mg/L,75.94%
10173,"mercaptoethanol
(ME)",OCCS,35,333K,50mg/L,66.22%
10174,oleic imidazoline (OIM),CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.31,333K,1mg/L,32.59%
10175,oleic imidazoline (OIM),CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.31,333K,2.5mg/L,61.78%
10176,oleic imidazoline (OIM),CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.31,333K,5mg/L,77.26%
10177,oleic imidazoline (OIM),CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.31,333K,7.5mg/L,81.93%
10178,oleic imidazoline (OIM),CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.31,333K,10mg/L,87.50%
10179,"2-mercaptobenzimidazole
(2-MBI)",Sc2nc1ccccc1[nH]2,0.31,333K,1mg/L,85.11%
10180,"2-mercaptobenzimidazole
(2-MBI)",Sc2nc1ccccc1[nH]2,0.31,333K,2.5mg/L,86.89%
10181,"2-mercaptobenzimidazole
(2-MBI)",Sc2nc1ccccc1[nH]2,0.31,333K,5mg/L,90.00%
10182,"2-mercaptobenzimidazole
(2-MBI)",Sc2nc1ccccc1[nH]2,0.31,333K,7.5mg/L,90.22%
10183,"2-mercaptobenzimidazole
(2-MBI)",Sc2nc1ccccc1[nH]2,0.31,333K,10mg/L,92.22%
10184,"1-phenyl-3-(5-thioxo-4,5-dihydro-1,3,4-thiadiazol-2-yl) thiourea
(PTT)",S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,38.58,333K,0.01mM,97.03%
10185,"1-phenyl-3-(5-thioxo-4,5-dihydro-1,3,4-thiadiazol-2-yl) thiourea
(PTT)",S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,38.58,333K,0.05mM,99.07%
10186,"1-phenyl-3-(5-thioxo-4,5-dihydro-1,3,4-thiadiazol-2-yl) thiourea
(PTT)",S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,38.58,333K,0.1mM,99.44%
10187,"1-phenyl-3-(5-thioxo-4,5-dihydro-1,3,4-thiadiazol-2-yl) thiourea
(PTT)",S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,38.58,333K,0.2mM,99.53%
10188,"1-phenyl-3-(5-thioxo-4,5-dihydro-1,3,4-thiadiazol-2-yl) thiourea
(PTT)",S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,38.58,333K,0.4mM,99.77%
10189,"linear alkylbenzene sulfonate
(LAS)",CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,333K,25ppm,32.44%
10190,"linear alkylbenzene sulfonate
(LAS)",CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,333K,33ppm,43.18%
10191,"linear alkylbenzene sulfonate
(LAS)",CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,333K,50ppm,56.53%
10192,"linear alkylbenzene sulfonate
(LAS)",CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,333K,66ppm,70.08%
10193,"linear alkylbenzene sulfonate
(LAS)",CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,333K,75ppm,71.71%
10194,"linear alkylbenzene sulfonate
(LAS)",CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,333K,100ppm,75.57%
10195,cetyltrimethylammonium bromide (CTAB),CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,333K,25ppm,23.44%
10196,cetyltrimethylammonium bromide (CTAB),CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,333K,33ppm,40.37%
10197,cetyltrimethylammonium bromide (CTAB),CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,333K,50ppm,51.42%
10198,cetyltrimethylammonium bromide (CTAB),CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,333K,66ppm,57.36%
10199,cetyltrimethylammonium bromide (CTAB),CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,333K,75ppm,64.71%
10200,cetyltrimethylammonium bromide (CTAB),CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,333K,100ppm,73.12%
10201,"chitosan derivatives
—BH",COC7OC(CO)C(OC6OC(CO)C(OC5OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C(\C(=N\c2ccc(C(C)C)cc2)c3ccccn3)/c4ccccn4)C(O)C5N)C(O)C6NCC(O)C[N+](C)(C)C)C(O)C7N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(\C(=N\c8ccc(C(C)C)cc8)c9ccccn9)/c%10ccccn%10)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80,333K,50mg/L,63.07%
10202,"chitosan derivatives
—BH",COC7OC(CO)C(OC6OC(CO)C(OC5OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C(\C(=N\c2ccc(C(C)C)cc2)c3ccccn3)/c4ccccn4)C(O)C5N)C(O)C6NCC(O)C[N+](C)(C)C)C(O)C7N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(\C(=N\c8ccc(C(C)C)cc8)c9ccccn9)/c%10ccccn%10)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80,333K,100mg/L,70.60%
10203,"chitosan derivatives
—BH",COC7OC(CO)C(OC6OC(CO)C(OC5OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C(\C(=N\c2ccc(C(C)C)cc2)c3ccccn3)/c4ccccn4)C(O)C5N)C(O)C6NCC(O)C[N+](C)(C)C)C(O)C7N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(\C(=N\c8ccc(C(C)C)cc8)c9ccccn9)/c%10ccccn%10)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80,333K,300mg/L,75.87%
10204,"chitosan derivatives
—BH",COC7OC(CO)C(OC6OC(CO)C(OC5OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C(\C(=N\c2ccc(C(C)C)cc2)c3ccccn3)/c4ccccn4)C(O)C5N)C(O)C6NCC(O)C[N+](C)(C)C)C(O)C7N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(\C(=N\c8ccc(C(C)C)cc8)c9ccccn9)/c%10ccccn%10)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80,333K,500mg/L,87.22%
10205,"chitosan derivatives
—CH",COC4OC(CO)C(OC3OC(CO)C(OC2OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C/C=C(C)/CC/C=C(C)/C)C(O)C2N)C(O)C3NCC(O)C[N+](C)(C)C)C(O)C4N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C/C=C(C)/CC/C=C(C)/C)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80,333K,50mg/L,54.69%
10206,"chitosan derivatives
—CH",COC4OC(CO)C(OC3OC(CO)C(OC2OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C/C=C(C)/CC/C=C(C)/C)C(O)C2N)C(O)C3NCC(O)C[N+](C)(C)C)C(O)C4N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C/C=C(C)/CC/C=C(C)/C)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80,333K,100mg/L,62.66%
10207,"chitosan derivatives
—CH",COC4OC(CO)C(OC3OC(CO)C(OC2OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C/C=C(C)/CC/C=C(C)/C)C(O)C2N)C(O)C3NCC(O)C[N+](C)(C)C)C(O)C4N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C/C=C(C)/CC/C=C(C)/C)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80,333K,300mg/L,69.24%
10208,"chitosan derivatives
—CH",COC4OC(CO)C(OC3OC(CO)C(OC2OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C/C=C(C)/CC/C=C(C)/C)C(O)C2N)C(O)C3NCC(O)C[N+](C)(C)C)C(O)C4N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C/C=C(C)/CC/C=C(C)/C)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80,333K,500mg/L,82.84%
10209,Imidazolate of 1-butyl-3-ethyl imidazole,CCCCn1cc[n+](CCC)c1.c1c[n-]cn1,30,298K,10ppm,86.56%
10210,Imidazolate of 1-butyl-3-ethyl imidazole,CCCCn1cc[n+](CCC)c1.c1c[n-]cn1,30,298K,20ppm,90.60%
10211,Imidazolate of 1-butyl-3-ethyl imidazole,CCCCn1cc[n+](CCC)c1.c1c[n-]cn1,30,298K,50ppm,96.80%
10212,Imidazolate of 1-butyl-3-ethyl imidazole,CCCCn1cc[n+](CCC)c1.c1c[n-]cn1,30,298K,100ppm,93.70%
10213,Poly(cysteaminoaspartamide),NC(=O)CCC(=O)NCCS,35,328K,25ppm,92.70%
10214,Poly(cysteaminoaspartamide),NC(=O)CCC(=O)NCCS,35,328K,50ppm,94.50%
10215,Poly(cysteaminoaspartamide),NC(=O)CCC(=O)NCCS,35,328K,100ppm,95.00%
10216,Poly(methionenoaspartamide),CSCCC(NC(=O)CCC(N)=O)C(=O)[O-].[Na+],35,328K,25ppm,53.60%
10217,Poly(methionenoaspartamide),CSCCC(NC(=O)CCC(N)=O)C(=O)[O-].[Na+],35,328K,50ppm,89.70%
10218,Poly(methionenoaspartamide),CSCCC(NC(=O)CCC(N)=O)C(=O)[O-].[Na+],35,328K,100ppm,93.80%
10219,"oleic-based imidazoline 
",CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,35,338K,0.2mM/L,78.53%
10220,"
mercaptoethanol ",OCCS,35,338K,0.2mM/L,61.72%
10221,2-(p-alkoxy phenyl)-2-imidazoline,CCCCCCCCCCCCCCCCCCOc2ccc(/C1=N/CCN1CCN)cc2,0.3276,333K,200ppm,80.03%
10222,"1,2,4,7,9,10-hexaazacyclopentadeca-1(15),10-diene-3,5,6,8-tetrone",O=C1N/N=C/CCC/C=N/NC(=O)NC(=O)C(=O)N1,0.3276,333K,200ppm,82.91%
10223,Imidazoline oleate ,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.3276,333K,200ppm,77.67%
10224,Imidazoline derivative,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCO,0.3276,333K,200ppm,89.40%
10225,Thiourea imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCNC(N)=S,0.3276,333K,200ppm,90.54%
10226,Isoquinoline quaternary ammonium salt,c3ccc(C[n+]2ccc1ccccc1c2)cc3,0.3276,333K,200ppm,92.07%
10227,oleic imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,2.587,333K,25ppm,61.78%
10228,oleic imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,2.587,333K,50ppm,77.26%
10229,oleic imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,2.587,333K,75ppm,81.93%
10230,oleic imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,2.587,333K,100ppm,87.50%
10231,oleic imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,2.587,333K,150ppm,88.37%
10232,alkyl phosphate ester,CCOc1ccc(CCCCCCC(C)C)c(OP(=O)(O)O)c1,2.587,333K,25ppm,80.44%
10233,alkyl phosphate ester,CCOc1ccc(CCCCCCC(C)C)c(OP(=O)(O)O)c1,2.587,333K,50ppm,80.78%
10234,alkyl phosphate ester,CCOc1ccc(CCCCCCC(C)C)c(OP(=O)(O)O)c1,2.587,333K,75ppm,88.33%
10235,alkyl phosphate ester,CCOc1ccc(CCCCCCC(C)C)c(OP(=O)(O)O)c1,2.587,333K,100ppm,92.16%
10236,alkyl phosphate ester,CCOc1ccc(CCCCCCC(C)C)c(OP(=O)(O)O)c1,2.587,333K,150ppm,92.73%
10237,L-histidine,NC(Cc1c[nH]cn1)C(=O)O,62.36,333K,0.05mM/L,2.29%
10238,L-histidine,NC(Cc1c[nH]cn1)C(=O)O,62.36,333K,0.1mM/L,3.05%
10239,L-histidine,NC(Cc1c[nH]cn1)C(=O)O,62.36,333K,0.2mM/L,26.49%
10240,L-histidine,NC(Cc1c[nH]cn1)C(=O)O,62.36,333K,0.4mM/L,55.19%
10241,1-phenylthiourea,NC(=S)Nc1ccccc1,62.36,333K,0.05mM/L,90.00%
10242,1-phenylthiourea,NC(=S)Nc1ccccc1,62.36,333K,0.1mM/L,91.68%
10243,1-phenylthiourea,NC(=S)Nc1ccccc1,62.36,333K,0.2mM/L,95.10%
10244,1-phenylthiourea,NC(=S)Nc1ccccc1,62.36,333K,0.4mM/L,95.22%
10245,(phenylcarbamothioyl)histidine,O=C(O)C(Cc1c[nH]cn1)NC(=S)Nc2ccccc2,62.36,333K,0.05mM/L,96.45%
10246,(phenylcarbamothioyl)histidine,O=C(O)C(Cc1c[nH]cn1)NC(=S)Nc2ccccc2,62.36,333K,0.1mM/L,98.11%
10247,(phenylcarbamothioyl)histidine,O=C(O)C(Cc1c[nH]cn1)NC(=S)Nc2ccccc2,62.36,333K,0.2mM/L,98.58%
10248,(phenylcarbamothioyl)histidine,O=C(O)C(Cc1c[nH]cn1)NC(=S)Nc2ccccc2,62.36,333K,0.4mM/L,98.66%
10249,4-phenylcoumarin,COc4cc(OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c3c(c2ccc(O)c(O)c2)cc(=O)oc3c4,"30
",298K,50ppm,75.40%
10250," L-histidine
 ",NC(Cc1c[nH]cn1)C(=O)O,62.36,333K,0.05mM/L,2.00%
10251," L-histidine
 ",NC(Cc1c[nH]cn1)C(=O)O,62.36,333K,0.1mM/L,5.70%
10252," L-histidine
 ",NC(Cc1c[nH]cn1)C(=O)O,62.36,333K,0.2mM/L,21.10%
10253," L-histidine
 ",NC(Cc1c[nH]cn1)C(=O)O,62.36,333K,0.4mM/L,67.90%
10254," L-cysteine
",NC(CS)C(=O)O,62.36,333K,0.05mM/L,76.30%
10255," L-cysteine
",NC(CS)C(=O)O,62.36,333K,0.1mM/L,76.80%
10256," L-cysteine
",NC(CS)C(=O)O,62.36,333K,0.2mM/L,80.50%
10257," L-cysteine
",NC(CS)C(=O)O,62.36,333K,0.4mM/L,84.50%
10258,"
 thiourea",NC(N)=S,62.36,333K,0.05mM/L,73.80%
10259,"
 thiourea",NC(N)=S,62.36,333K,0.1mM/L,82.70%
10260,"
 thiourea",NC(N)=S,62.36,333K,0.2mM/L,90.80%
10261,"
 thiourea",NC(N)=S,62.36,333K,0.4mM/L,94.10%
10262,"(3ar,6ar)-3a,6a-bis(4-((3,5-bis(2-(3-(tert-butyl)phenyl)propan-2-yl)phenyl)diazenyl)phenyl)tetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione",CC(C)(C)c%10cccc(C(C)(C)c9cc(N=Nc7ccc([C@@]16NC(=O)N[C@]1(c5ccc(N=Nc4cc(C(C)(C)c2cccc(C(C)(C)C)c2)cc(C(C)(C)c3cccc(C(C)(C)C)c3)c4)cc5)NC(=O)N6)cc7)cc(C(C)(C)c8cccc(C(C)(C)C)c8)c9)c%10,58.5,303K,25ppm,85.66%
10263,"(3ar,6ar)-3a,6a-bis(4-((3,5-bis(2-(3-(tert-butyl)phenyl)propan-2-yl)phenyl)diazenyl)phenyl)tetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione",CC(C)(C)c%10cccc(C(C)(C)c9cc(N=Nc7ccc([C@@]16NC(=O)N[C@]1(c5ccc(N=Nc4cc(C(C)(C)c2cccc(C(C)(C)C)c2)cc(C(C)(C)c3cccc(C(C)(C)C)c3)c4)cc5)NC(=O)N6)cc7)cc(C(C)(C)c8cccc(C(C)(C)C)c8)c9)c%10,58.5,303K,50ppm,90.44%
10264,"(3ar,6ar)-3a,6a-bis(4-((3,5-bis(2-(3-(tert-butyl)phenyl)propan-2-yl)phenyl)diazenyl)phenyl)tetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione",CC(C)(C)c%10cccc(C(C)(C)c9cc(N=Nc7ccc([C@@]16NC(=O)N[C@]1(c5ccc(N=Nc4cc(C(C)(C)c2cccc(C(C)(C)C)c2)cc(C(C)(C)c3cccc(C(C)(C)C)c3)c4)cc5)NC(=O)N6)cc7)cc(C(C)(C)c8cccc(C(C)(C)C)c8)c9)c%10,58.5,303K,75ppm,93.33%
10265,"(3ar,6ar)-3a,6a-bis(4-((3,5-bis(2-(3-(tert-butyl)phenyl)propan-2-yl)phenyl)diazenyl)phenyl)tetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione",CC(C)(C)c%10cccc(C(C)(C)c9cc(N=Nc7ccc([C@@]16NC(=O)N[C@]1(c5ccc(N=Nc4cc(C(C)(C)c2cccc(C(C)(C)C)c2)cc(C(C)(C)c3cccc(C(C)(C)C)c3)c4)cc5)NC(=O)N6)cc7)cc(C(C)(C)c8cccc(C(C)(C)C)c8)c9)c%10,58.5,303K,100ppm,96.38%
10266,oleic imidazoline,CCCCCCCCC/C=C/CCCCC/C1=N/CCN1CCNCCNCCN,20.573,333K,10ppm,72.40%
